ticket_id,subject,body,channel,priority,created_ts,category,urgency,sentiment
TK-106394,I was charged twice this month,I've been waiting for days!! I was charged twice this month. Can someone look into this?,web_form,Urgent,2026-02-18 01:48:00,Bug/Error,high,negative
TK-106395,Tracking number is invalid,Tracking number is invalid. Please advise.,phone,Low,2026-03-09 13:53:00,Shipping,medium,neutral
TK-106396,Add integration with Slack,Not happy about this. Add integration with Slack. Let me know next steps.,email,Urgent,2026-05-02 06:40:00,Feature Request,low,negative
TK-106397,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. Please advise.,phone,Low,2026-02-13 15:19:00,Login/Access,high,positive
TK-106398,I was charged twice this month,I've been waiting for days!! I was charged twice this month. Please advise.,chat,Low,2026-06-16 14:30:00,Billing,high,negative
TK-106399,Tracking number is invalid,Tracking number is invalid. Can someone look into this?,chat,Urgent,2026-05-12 06:08:00,Shipping,medium,neutral
TK-106400,How do I change my email,Please respond ASAP. How do I change my email. Can someone look into this?,twitter,High,2026-04-07 03:00:00,Login/Access,low,neutral
TK-106401,Please add dark mode,Please add dark mode. Any update would help.,email,Medium,2026-01-16 00:06:00,Feature Request,low,positive
TK-106390,Please add dark mode,Thanks for your help. Please add dark mode. Let me know next steps.,web_form,Urgent,2026-02-16 01:36:00,Feature Request,low,positive
TK-106402,Cannot log into my account,This is really frustrating. Cannot log into my account. Any update would help.,twitter,Low,2026-05-24 06:55:00,Login/Access,high,negative
TK-106403,I was charged twice this month,I was charged twice this month. Can someone look into this?,phone,Medium,2026-05-20 02:46:00,Billing,high,negative
TK-106406,Package arrived damaged,Not happy about this. Package arrived damaged. Let me know next steps.,phone,High,2026-04-03 03:36:00,Shipping,high,negative
TK-106391,Cannot log into my account,Cannot log into my account. I need this resolved.,email,Urgent,2026-03-21 13:17:00,Login/Access,high,negative
TK-106392,Do you have API documentation,Not happy about this. Do you have API documentation. I need this resolved.,web_form,Urgent,2026-01-19 21:03:00,General,high,negative
TK-106393,Data not syncing between devices,Data not syncing between devices. Any update would help.,web_form,High,2026-05-26 23:14:00,Bug/Error,medium,neutral
TK-106415,Can you support CSV export,Thanks for your help. Can you support CSV export. Please advise.,phone,Low,2026-02-12 05:32:00,Feature Request,low,positive
TK-106411,Two-factor code not working,This is really frustrating. Two-factor code not working. I need this resolved.,web_form,Medium,2026-06-16 04:26:00,Login/Access,high,negative
TK-106412,Password reset email never arrives,Password reset email never arrives. Any update would help.,twitter,Urgent,2026-06-11 10:18:00,Login/Access,medium,neutral
TK-106413,Refund not received yet,This is really frustrating. Refund not received yet. Can someone look into this?,email,Medium,2026-02-09 00:25:00,Billing,high,negative
TK-106414,Is there a student discount,Is there a student discount. Let me know next steps.,phone,Urgent,2026-01-28 16:26:00,Feature Request,low,neutral
TK-106404,Do you have API documentation,Do you have API documentation. Can someone look into this?,twitter,Urgent,2026-04-08 14:27:00,General,low,neutral
TK-106405,I was charged twice this month,Thanks for your help. I was charged twice this month. Please advise.,phone,Medium,2026-03-20 02:05:00,Billing,high,negative
TK-106419,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Any update would help.,twitter,High,2026-02-01 13:19:00,Billing,high,negative
TK-106433,I was charged twice this month,Thanks for your help. I was charged twice this month. Please advise.,phone,High,2026-04-29 23:58:00,Billing,high,negative
TK-106434,Where is my order,I've been waiting for days!! Where is my order. Let me know next steps.,chat,Low,2026-06-03 14:56:00,Shipping,high,negative
TK-106428,Tracking number is invalid,Thanks for your help. Tracking number is invalid. Any update would help.,twitter,Medium,2026-06-21 11:19:00,Shipping,medium,positive
TK-106429,Refund not received yet,Not happy about this. Refund not received yet. Please advise.,web_form,Medium,2026-05-21 00:07:00,Billing,high,negative
TK-106430,Add integration with Slack,Add integration with Slack. Please advise.,phone,Urgent,2026-01-20 11:43:00,Feature Request,low,neutral
TK-106431,Why did my subscription price go up,Why did my subscription price go up. Can someone look into this?,twitter,Low,2026-01-21 11:47:00,Billing,medium,neutral
TK-106439,Password reset email never arrives,I've been waiting for days!! Password reset email never arrives. Any update would help.,email,Low,2026-04-17 23:14:00,Login/Access,high,negative
TK-106407,Wrong item was delivered,Please respond ASAP. Wrong item was delivered. Any update would help.,web_form,Low,2026-02-01 13:28:00,Shipping,high,negative
TK-106408,Please add dark mode,This is really frustrating. Please add dark mode. I need this resolved.,twitter,Urgent,2026-03-06 09:50:00,Feature Request,high,negative
TK-106409,App crashes when I upload a file,This is really frustrating. App crashes when I upload a file. I need this resolved.,twitter,Medium,2026-02-10 22:05:00,Bug/Error,high,negative
TK-106410,Data not syncing between devices,Data not syncing between devices. I need this resolved.,twitter,High,2026-06-28 14:22:00,Bug/Error,high,negative
TK-106432,Would love a mobile app,This is really frustrating. Would love a mobile app. Can someone look into this?,chat,Medium,2026-04-01 07:39:00,Feature Request,medium,negative
TK-106444,Why did my subscription price go up,Please respond ASAP. Why did my subscription price go up. I need this resolved.,web_form,High,2026-06-18 15:16:00,Billing,high,negative
TK-106445,Getting a 500 error on checkout,Please respond ASAP. Getting a 500 error on checkout. Please advise.,chat,High,2026-05-04 05:41:00,Bug/Error,high,negative
TK-106446,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Please advise.,chat,High,2026-05-20 05:11:00,Feature Request,medium,neutral
TK-106436,Invoice shows wrong amount,Thanks for your help. Invoice shows wrong amount. I need this resolved.,web_form,Urgent,2026-02-26 00:02:00,Billing,high,negative
TK-106437,Password reset email never arrives,Password reset email never arrives. Any update would help.,chat,Medium,2026-03-27 12:36:00,Login/Access,medium,neutral
TK-106438,How do I contact sales,Not happy about this. How do I contact sales. Let me know next steps.,twitter,Medium,2026-05-22 00:53:00,General,low,negative
TK-106435,Need bulk edit functionality,This is really frustrating. Need bulk edit functionality. Can someone look into this?,twitter,Low,2026-04-05 02:02:00,Feature Request,high,negative
TK-106420,Data not syncing between devices,Thanks for your help. Data not syncing between devices. I need this resolved.,phone,Low,2026-04-15 11:29:00,Bug/Error,medium,positive
TK-106421,How do I contact sales,How do I contact sales. I need this resolved.,phone,Medium,2026-02-20 08:10:00,General,low,negative
TK-106422,SSO redirect keeps failing,I've been waiting for days!! SSO redirect keeps failing. Let me know next steps.,phone,Urgent,2026-02-07 05:51:00,Login/Access,high,negative
TK-106423,Dashboard shows blank screen,Not happy about this. Dashboard shows blank screen. Please advise.,phone,High,2026-06-11 09:08:00,Bug/Error,high,negative
TK-106447,What are your business hours,What are your business hours. I need this resolved.,email,Low,2026-02-08 03:01:00,General,low,neutral
TK-106448,Do you have API documentation,Please respond ASAP. Do you have API documentation. Any update would help.,phone,Urgent,2026-01-31 03:48:00,General,low,positive
TK-106453,Is there a student discount,Is there a student discount. Let me know next steps.,chat,Urgent,2026-04-02 05:19:00,Feature Request,low,neutral
TK-106449,Dashboard shows blank screen,Thanks for your help. Dashboard shows blank screen. Let me know next steps.,email,High,2026-05-25 23:53:00,Bug/Error,medium,positive
TK-106450,Do you have API documentation,Please respond ASAP. Do you have API documentation. Any update would help.,phone,Medium,2026-04-09 04:47:00,General,low,positive
TK-106451,SSO redirect keeps failing,Thanks for your help. SSO redirect keeps failing. Let me know next steps.,web_form,High,2026-01-03 01:47:00,Login/Access,medium,positive
TK-106452,SSO redirect keeps failing,Thanks for your help. SSO redirect keeps failing. Let me know next steps.,web_form,Urgent,2026-06-13 11:25:00,Login/Access,medium,positive
TK-106424,Export button does nothing,Not happy about this. Export button does nothing. I need this resolved.,email,Medium,2026-03-29 20:17:00,Bug/Error,high,negative
TK-106425,I was charged twice this month,This is really frustrating. I was charged twice this month. Can someone look into this?,phone,High,2026-03-18 07:24:00,Billing,high,negative
TK-106426,Dashboard shows blank screen,This is really frustrating. Dashboard shows blank screen. Please advise.,web_form,Medium,2026-05-22 05:13:00,Bug/Error,high,negative
TK-106427,Getting a 500 error on checkout,This is really frustrating. Getting a 500 error on checkout. I need this resolved.,web_form,Medium,2026-04-10 13:32:00,Bug/Error,high,negative
TK-106458,Do you have API documentation,Not happy about this. Do you have API documentation. Please advise.,chat,High,2026-01-22 01:58:00,General,low,negative
TK-106440,Cannot log into my account,Not happy about this. Cannot log into my account. Can someone look into this?,twitter,Urgent,2026-04-28 10:14:00,Login/Access,high,negative
TK-106441,App crashes when I upload a file,Thanks for your help. App crashes when I upload a file. Let me know next steps.,chat,Medium,2026-04-21 23:57:00,Bug/Error,medium,positive
TK-106442,Cannot log into my account,I've been waiting for days!! Cannot log into my account. I need this resolved.,web_form,Medium,2026-04-08 03:18:00,Login/Access,high,negative
TK-106443,Where is my order,I've been waiting for days!! Where is my order. Any update would help.,web_form,High,2026-03-18 22:46:00,Shipping,high,negative
TK-106454,Refund not received yet,Refund not received yet. Can someone look into this?,email,Urgent,2026-01-17 14:22:00,Billing,medium,neutral
TK-106455,Is there a student discount,Thanks for your help. Is there a student discount. Please advise.,chat,Medium,2026-02-20 13:09:00,General,low,positive
TK-106456,App crashes when I upload a file,Thanks for your help. App crashes when I upload a file. Any update would help.,web_form,Urgent,2026-05-29 09:19:00,Bug/Error,medium,positive
TK-106457,Please add dark mode,I've been waiting for days!! Please add dark mode. Can someone look into this?,twitter,Medium,2026-03-01 10:43:00,Feature Request,medium,negative
TK-106459,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Let me know next steps.,phone,High,2026-05-04 06:39:00,Login/Access,high,negative
TK-106460,Is there a student discount,Is there a student discount. Any update would help.,twitter,Medium,2026-01-22 04:00:00,Feature Request,low,neutral
TK-106465,Dashboard shows blank screen,Dashboard shows blank screen. Any update would help.,web_form,Low,2026-03-15 18:15:00,Bug/Error,medium,neutral
TK-106461,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. Any update would help.,phone,Urgent,2026-05-23 09:09:00,Feature Request,medium,negative
TK-106462,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Any update would help.,web_form,Low,2026-06-18 14:50:00,Billing,high,negative
TK-106463,Tracking number is invalid,Not happy about this. Tracking number is invalid. I need this resolved.,twitter,Low,2026-01-10 12:24:00,Shipping,high,negative
TK-106464,Is there a student discount,Not happy about this. Is there a student discount. Please advise.,twitter,High,2026-03-22 23:25:00,Feature Request,low,negative
